========================================,,,
Usage Information,,,
For: 955 KIRKWOOD ST,,,
========================================,,,
Meter Reading Information,,,
Type of readings: Electricity,,, ,  
========================================
Detailed Usage,,,
========================================,,,
Start date: 2019-08-25 00:00 for 16 days,,,
========================================
Interval Blockdata for period starting:, 2019-08-25 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-08-25 00:00  to 2019-08-25 00:15,0.069,,
2019-08-25 00:15  to 2019-08-25 00:30,0.078,,
2019-08-25 00:30  to 2019-08-25 00:45,0.202,,
2019-08-25 00:45  to 2019-08-25 01:00,0.206,,
2019-08-25 01:00  to 2019-08-25 01:15,0.083,,
2019-08-25 01:15  to 2019-08-25 01:30,0.068,,
2019-08-25 01:30  to 2019-08-25 01:45,0.058,,
2019-08-25 01:45  to 2019-08-25 02:00,0.203,,
2019-08-25 02:00  to 2019-08-25 02:15,0.062,,
2019-08-25 02:15  to 2019-08-25 02:30,0.053,,
2019-08-25 02:30  to 2019-08-25 02:45,0.200,,
2019-08-25 02:45  to 2019-08-25 03:00,0.321,,
2019-08-25 03:00  to 2019-08-25 03:15,0.188,,
2019-08-25 03:15  to 2019-08-25 03:30,0.220,,
2019-08-25 03:30  to 2019-08-25 03:45,0.139,,
2019-08-25 03:45  to 2019-08-25 04:00,0.041,,
2019-08-25 04:00  to 2019-08-25 04:15,0.055,,
2019-08-25 04:15  to 2019-08-25 04:30,0.173,,
2019-08-25 04:30  to 2019-08-25 04:45,0.031,,
2019-08-25 04:45  to 2019-08-25 05:00,0.039,,
2019-08-25 05:00  to 2019-08-25 05:15,0.054,,
2019-08-25 05:15  to 2019-08-25 05:30,0.035,,
2019-08-25 05:30  to 2019-08-25 05:45,0.052,,
2019-08-25 05:45  to 2019-08-25 06:00,0.087,,
2019-08-25 06:00  to 2019-08-25 06:15,0.076,,
2019-08-25 06:15  to 2019-08-25 06:30,0.179,,
2019-08-25 06:30  to 2019-08-25 06:45,0.404,,
2019-08-25 06:45  to 2019-08-25 07:00,0.281,,
2019-08-25 07:00  to 2019-08-25 07:15,0.326,,
2019-08-25 07:15  to 2019-08-25 07:30,0.283,,
2019-08-25 07:30  to 2019-08-25 07:45,0.236,,
2019-08-25 07:45  to 2019-08-25 08:00,0.010,,
2019-08-25 08:00  to 2019-08-25 08:15,0.000,,
2019-08-25 08:15  to 2019-08-25 08:30,0.000,,
2019-08-25 08:30  to 2019-08-25 08:45,0.000,,
2019-08-25 08:45  to 2019-08-25 09:00,0.000,,
2019-08-25 09:00  to 2019-08-25 09:15,0.000,,
2019-08-25 09:15  to 2019-08-25 09:30,0.000,,
2019-08-25 09:30  to 2019-08-25 09:45,0.000,,
2019-08-25 09:45  to 2019-08-25 10:00,0.000,,
2019-08-25 10:00  to 2019-08-25 10:15,0.000,,
2019-08-25 10:15  to 2019-08-25 10:30,0.472,,
2019-08-25 10:30  to 2019-08-25 10:45,0.538,,
2019-08-25 10:45  to 2019-08-25 11:00,0.498,,
2019-08-25 11:00  to 2019-08-25 11:15,0.034,,
2019-08-25 11:15  to 2019-08-25 11:30,0.013,,
2019-08-25 11:30  to 2019-08-25 11:45,0.148,,
2019-08-25 11:45  to 2019-08-25 12:00,0.081,,
2019-08-25 12:00  to 2019-08-25 12:15,0.007,,
2019-08-25 12:15  to 2019-08-25 12:30,0.019,,
2019-08-25 12:30  to 2019-08-25 12:45,0.010,,
2019-08-25 12:45  to 2019-08-25 13:00,0.016,,
2019-08-25 13:00  to 2019-08-25 13:15,0.024,,
2019-08-25 13:15  to 2019-08-25 13:30,0.014,,
2019-08-25 13:30  to 2019-08-25 13:45,0.097,,
2019-08-25 13:45  to 2019-08-25 14:00,0.091,,
2019-08-25 14:00  to 2019-08-25 14:15,0.018,,
2019-08-25 14:15  to 2019-08-25 14:30,0.135,,
2019-08-25 14:30  to 2019-08-25 14:45,0.097,,
2019-08-25 14:45  to 2019-08-25 15:00,0.043,,
2019-08-25 15:00  to 2019-08-25 15:15,0.000,,
2019-08-25 15:15  to 2019-08-25 15:30,0.000,,
2019-08-25 15:30  to 2019-08-25 15:45,0.000,,
2019-08-25 15:45  to 2019-08-25 16:00,0.000,,
2019-08-25 16:00  to 2019-08-25 16:15,0.000,,
2019-08-25 16:15  to 2019-08-25 16:30,0.000,,
2019-08-25 16:30  to 2019-08-25 16:45,0.011,,
2019-08-25 16:45  to 2019-08-25 17:00,0.014,,
2019-08-25 17:00  to 2019-08-25 17:15,0.020,,
2019-08-25 17:15  to 2019-08-25 17:30,0.041,,
2019-08-25 17:30  to 2019-08-25 17:45,0.047,,
2019-08-25 17:45  to 2019-08-25 18:00,0.060,,
2019-08-25 18:00  to 2019-08-25 18:15,0.200,,
2019-08-25 18:15  to 2019-08-25 18:30,0.258,,
2019-08-25 18:30  to 2019-08-25 18:45,0.283,,
2019-08-25 18:45  to 2019-08-25 19:00,0.317,,
2019-08-25 19:00  to 2019-08-25 19:15,0.320,,
2019-08-25 19:15  to 2019-08-25 19:30,0.468,,
2019-08-25 19:30  to 2019-08-25 19:45,0.241,,
2019-08-25 19:45  to 2019-08-25 20:00,0.121,,
2019-08-25 20:00  to 2019-08-25 20:15,0.180,,
2019-08-25 20:15  to 2019-08-25 20:30,0.413,,
2019-08-25 20:30  to 2019-08-25 20:45,0.287,,
2019-08-25 20:45  to 2019-08-25 21:00,0.172,,
2019-08-25 21:00  to 2019-08-25 21:15,0.165,,
2019-08-25 21:15  to 2019-08-25 21:30,0.279,,
2019-08-25 21:30  to 2019-08-25 21:45,0.157,,
2019-08-25 21:45  to 2019-08-25 22:00,0.164,,
2019-08-25 22:00  to 2019-08-25 22:15,0.134,,
2019-08-25 22:15  to 2019-08-25 22:30,0.247,,
2019-08-25 22:30  to 2019-08-25 22:45,0.272,,
2019-08-25 22:45  to 2019-08-25 23:00,0.127,,
2019-08-25 23:00  to 2019-08-25 23:15,0.148,,
2019-08-25 23:15  to 2019-08-25 23:30,0.196,,
2019-08-25 23:30  to 2019-08-25 23:45,0.322,,
2019-08-25 23:45  to 2019-08-26 00:00,0.124,,

========================================
Interval Blockdata for period starting:, 2019-08-26 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-08-26 00:00  to 2019-08-26 00:15,0.122,,
2019-08-26 00:00  to 2019-08-26 00:15,0.122,,
2019-08-26 00:15  to 2019-08-26 00:30,0.181,,
2019-08-26 00:15  to 2019-08-26 00:30,0.181,,
2019-08-26 00:30  to 2019-08-26 00:45,0.320,,
2019-08-26 00:30  to 2019-08-26 00:45,0.320,,
2019-08-26 00:45  to 2019-08-26 01:00,0.154,,
2019-08-26 00:45  to 2019-08-26 01:00,0.154,,
2019-08-26 01:00  to 2019-08-26 01:15,0.146,,
2019-08-26 01:00  to 2019-08-26 01:15,0.146,,
2019-08-26 01:15  to 2019-08-26 01:30,0.137,,
2019-08-26 01:15  to 2019-08-26 01:30,0.137,,
2019-08-26 01:30  to 2019-08-26 01:45,0.216,,
2019-08-26 01:30  to 2019-08-26 01:45,0.216,,
2019-08-26 01:45  to 2019-08-26 02:00,0.233,,
2019-08-26 01:45  to 2019-08-26 02:00,0.233,,
2019-08-26 02:00  to 2019-08-26 02:15,0.127,,
2019-08-26 02:00  to 2019-08-26 02:15,0.127,,
2019-08-26 02:15  to 2019-08-26 02:30,0.137,,
2019-08-26 02:15  to 2019-08-26 02:30,0.137,,
2019-08-26 02:30  to 2019-08-26 02:45,0.191,,
2019-08-26 02:30  to 2019-08-26 02:45,0.191,,
2019-08-26 02:45  to 2019-08-26 03:00,0.254,,
2019-08-26 02:45  to 2019-08-26 03:00,0.254,,
2019-08-26 03:00  to 2019-08-26 03:15,0.160,,
2019-08-26 03:00  to 2019-08-26 03:15,0.160,,
2019-08-26 03:15  to 2019-08-26 03:30,0.148,,
2019-08-26 03:15  to 2019-08-26 03:30,0.148,,
2019-08-26 03:30  to 2019-08-26 03:45,0.207,,
2019-08-26 03:30  to 2019-08-26 03:45,0.207,,
2019-08-26 03:45  to 2019-08-26 04:00,0.289,,
2019-08-26 03:45  to 2019-08-26 04:00,0.289,,
2019-08-26 04:00  to 2019-08-26 04:15,0.137,,
2019-08-26 04:00  to 2019-08-26 04:15,0.137,,
2019-08-26 04:15  to 2019-08-26 04:30,0.137,,
2019-08-26 04:15  to 2019-08-26 04:30,0.137,,
2019-08-26 04:30  to 2019-08-26 04:45,0.205,,
2019-08-26 04:30  to 2019-08-26 04:45,0.205,,
2019-08-26 04:45  to 2019-08-26 05:00,0.316,,
2019-08-26 04:45  to 2019-08-26 05:00,0.316,,
2019-08-26 05:00  to 2019-08-26 05:15,0.119,,
2019-08-26 05:00  to 2019-08-26 05:15,0.119,,
2019-08-26 05:15  to 2019-08-26 05:30,0.127,,
2019-08-26 05:15  to 2019-08-26 05:30,0.127,,
2019-08-26 05:30  to 2019-08-26 05:45,0.127,,
2019-08-26 05:30  to 2019-08-26 05:45,0.127,,
2019-08-26 05:45  to 2019-08-26 06:00,0.044,,
2019-08-26 05:45  to 2019-08-26 06:00,0.044,,
2019-08-26 06:00  to 2019-08-26 06:15,0.065,,
2019-08-26 06:00  to 2019-08-26 06:15,0.065,,
2019-08-26 06:15  to 2019-08-26 06:30,0.113,,
2019-08-26 06:15  to 2019-08-26 06:30,0.113,,
2019-08-26 06:30  to 2019-08-26 06:45,0.050,,
2019-08-26 06:30  to 2019-08-26 06:45,0.050,,
2019-08-26 06:45  to 2019-08-26 07:00,0.037,,
2019-08-26 06:45  to 2019-08-26 07:00,0.037,,
2019-08-26 07:00  to 2019-08-26 07:15,0.052,,
2019-08-26 07:00  to 2019-08-26 07:15,0.052,,
2019-08-26 07:15  to 2019-08-26 07:30,0.026,,
2019-08-26 07:15  to 2019-08-26 07:30,0.026,,
2019-08-26 07:30  to 2019-08-26 07:45,0.252,,
2019-08-26 07:30  to 2019-08-26 07:45,0.252,,
2019-08-26 07:45  to 2019-08-26 08:00,0.154,,
2019-08-26 07:45  to 2019-08-26 08:00,0.154,,
2019-08-26 08:00  to 2019-08-26 08:15,0.153,,
2019-08-26 08:00  to 2019-08-26 08:15,0.153,,
2019-08-26 08:15  to 2019-08-26 08:30,0.045,,
2019-08-26 08:15  to 2019-08-26 08:30,0.045,,
2019-08-26 08:30  to 2019-08-26 08:45,0.146,,
2019-08-26 08:30  to 2019-08-26 08:45,0.146,,
2019-08-26 08:45  to 2019-08-26 09:00,0.512,,
2019-08-26 08:45  to 2019-08-26 09:00,0.512,,
2019-08-26 09:00  to 2019-08-26 09:15,0.278,,
2019-08-26 09:00  to 2019-08-26 09:15,0.278,,
2019-08-26 09:15  to 2019-08-26 09:30,0.107,,
2019-08-26 09:15  to 2019-08-26 09:30,0.107,,
2019-08-26 09:30  to 2019-08-26 09:45,0.077,,
2019-08-26 09:30  to 2019-08-26 09:45,0.077,,
2019-08-26 09:45  to 2019-08-26 10:00,0.158,,
2019-08-26 09:45  to 2019-08-26 10:00,0.158,,
2019-08-26 10:00  to 2019-08-26 10:15,0.041,,
2019-08-26 10:00  to 2019-08-26 10:15,0.041,,
2019-08-26 10:15  to 2019-08-26 10:30,0.000,,
2019-08-26 10:15  to 2019-08-26 10:30,0.000,,
2019-08-26 10:30  to 2019-08-26 10:45,0.000,,
2019-08-26 10:30  to 2019-08-26 10:45,0.000,,
2019-08-26 10:45  to 2019-08-26 11:00,0.000,,
2019-08-26 10:45  to 2019-08-26 11:00,0.000,,
2019-08-26 11:00  to 2019-08-26 11:15,0.000,,
2019-08-26 11:00  to 2019-08-26 11:15,0.000,,
2019-08-26 11:15  to 2019-08-26 11:30,0.000,,
2019-08-26 11:15  to 2019-08-26 11:30,0.000,,
2019-08-26 11:30  to 2019-08-26 11:45,0.000,,
2019-08-26 11:30  to 2019-08-26 11:45,0.000,,
2019-08-26 11:45  to 2019-08-26 12:00,0.003,,
2019-08-26 11:45  to 2019-08-26 12:00,0.003,,
2019-08-26 12:00  to 2019-08-26 12:15,0.000,,
2019-08-26 12:00  to 2019-08-26 12:15,0.000,,
2019-08-26 12:15  to 2019-08-26 12:30,0.000,,
2019-08-26 12:15  to 2019-08-26 12:30,0.000,,
2019-08-26 12:30  to 2019-08-26 12:45,0.000,,
2019-08-26 12:30  to 2019-08-26 12:45,0.000,,
2019-08-26 12:45  to 2019-08-26 13:00,0.000,,
2019-08-26 12:45  to 2019-08-26 13:00,0.000,,
2019-08-26 13:00  to 2019-08-26 13:15,0.016,,
2019-08-26 13:00  to 2019-08-26 13:15,0.016,,
2019-08-26 13:15  to 2019-08-26 13:30,0.038,,
2019-08-26 13:15  to 2019-08-26 13:30,0.038,,
2019-08-26 13:30  to 2019-08-26 13:45,0.032,,
2019-08-26 13:30  to 2019-08-26 13:45,0.032,,
2019-08-26 13:45  to 2019-08-26 14:00,0.000,,
2019-08-26 13:45  to 2019-08-26 14:00,0.000,,
2019-08-26 14:00  to 2019-08-26 14:15,0.000,,
2019-08-26 14:00  to 2019-08-26 14:15,0.000,,
2019-08-26 14:15  to 2019-08-26 14:30,0.000,,
2019-08-26 14:15  to 2019-08-26 14:30,0.000,,
2019-08-26 14:30  to 2019-08-26 14:45,0.000,,
2019-08-26 14:30  to 2019-08-26 14:45,0.000,,
2019-08-26 14:45  to 2019-08-26 15:00,0.019,,
2019-08-26 14:45  to 2019-08-26 15:00,0.019,,
2019-08-26 15:00  to 2019-08-26 15:15,0.147,,
2019-08-26 15:00  to 2019-08-26 15:15,0.147,,
2019-08-26 15:15  to 2019-08-26 15:30,0.364,,
2019-08-26 15:15  to 2019-08-26 15:30,0.364,,
2019-08-26 15:30  to 2019-08-26 15:45,0.184,,
2019-08-26 15:30  to 2019-08-26 15:45,0.184,,
2019-08-26 15:45  to 2019-08-26 16:00,0.047,,
2019-08-26 15:45  to 2019-08-26 16:00,0.047,,
2019-08-26 16:00  to 2019-08-26 16:15,0.022,,
2019-08-26 16:00  to 2019-08-26 16:15,0.022,,
2019-08-26 16:15  to 2019-08-26 16:30,0.232,,
2019-08-26 16:15  to 2019-08-26 16:30,0.232,,
2019-08-26 16:30  to 2019-08-26 16:45,0.239,,
2019-08-26 16:30  to 2019-08-26 16:45,0.239,,
2019-08-26 16:45  to 2019-08-26 17:00,0.166,,
2019-08-26 16:45  to 2019-08-26 17:00,0.166,,
2019-08-26 17:00  to 2019-08-26 17:15,0.165,,
2019-08-26 17:00  to 2019-08-26 17:15,0.165,,
2019-08-26 17:15  to 2019-08-26 17:30,0.158,,
2019-08-26 17:15  to 2019-08-26 17:30,0.158,,
2019-08-26 17:30  to 2019-08-26 17:45,0.066,,
2019-08-26 17:30  to 2019-08-26 17:45,0.066,,
2019-08-26 17:45  to 2019-08-26 18:00,0.080,,
2019-08-26 17:45  to 2019-08-26 18:00,0.080,,
2019-08-26 18:00  to 2019-08-26 18:15,0.070,,
2019-08-26 18:00  to 2019-08-26 18:15,0.070,,
2019-08-26 18:15  to 2019-08-26 18:30,0.041,,
2019-08-26 18:15  to 2019-08-26 18:30,0.041,,
2019-08-26 18:30  to 2019-08-26 18:45,0.061,,
2019-08-26 18:30  to 2019-08-26 18:45,0.061,,
2019-08-26 18:45  to 2019-08-26 19:00,0.199,,
2019-08-26 18:45  to 2019-08-26 19:00,0.199,,
2019-08-26 19:00  to 2019-08-26 19:15,0.260,,
2019-08-26 19:00  to 2019-08-26 19:15,0.260,,
2019-08-26 19:15  to 2019-08-26 19:30,0.194,,
2019-08-26 19:15  to 2019-08-26 19:30,0.194,,
2019-08-26 19:30  to 2019-08-26 19:45,0.135,,
2019-08-26 19:30  to 2019-08-26 19:45,0.135,,
2019-08-26 19:45  to 2019-08-26 20:00,0.433,,
2019-08-26 19:45  to 2019-08-26 20:00,0.433,,
2019-08-26 20:00  to 2019-08-26 20:15,0.343,,
2019-08-26 20:00  to 2019-08-26 20:15,0.343,,
2019-08-26 20:15  to 2019-08-26 20:30,0.301,,
2019-08-26 20:15  to 2019-08-26 20:30,0.301,,
2019-08-26 20:30  to 2019-08-26 20:45,0.251,,
2019-08-26 20:30  to 2019-08-26 20:45,0.251,,
2019-08-26 20:45  to 2019-08-26 21:00,0.187,,
2019-08-26 20:45  to 2019-08-26 21:00,0.187,,
2019-08-26 21:00  to 2019-08-26 21:15,0.204,,
2019-08-26 21:00  to 2019-08-26 21:15,0.204,,
2019-08-26 21:15  to 2019-08-26 21:30,0.230,,
2019-08-26 21:15  to 2019-08-26 21:30,0.230,,
2019-08-26 21:30  to 2019-08-26 21:45,0.277,,
2019-08-26 21:30  to 2019-08-26 21:45,0.277,,
2019-08-26 21:45  to 2019-08-26 22:00,0.284,,
2019-08-26 21:45  to 2019-08-26 22:00,0.284,,
2019-08-26 22:00  to 2019-08-26 22:15,0.283,,
2019-08-26 22:00  to 2019-08-26 22:15,0.283,,
2019-08-26 22:15  to 2019-08-26 22:30,0.348,,
2019-08-26 22:15  to 2019-08-26 22:30,0.348,,
2019-08-26 22:30  to 2019-08-26 22:45,0.334,,
2019-08-26 22:30  to 2019-08-26 22:45,0.334,,
2019-08-26 22:45  to 2019-08-26 23:00,0.292,,
2019-08-26 22:45  to 2019-08-26 23:00,0.292,,
2019-08-26 23:00  to 2019-08-26 23:15,0.098,,
2019-08-26 23:00  to 2019-08-26 23:15,0.098,,
2019-08-26 23:15  to 2019-08-26 23:30,0.230,,
2019-08-26 23:15  to 2019-08-26 23:30,0.230,,
2019-08-26 23:30  to 2019-08-26 23:45,0.244,,
2019-08-26 23:30  to 2019-08-26 23:45,0.244,,
2019-08-26 23:45  to 2019-08-27 00:00,0.146,,
2019-08-26 23:45  to 2019-08-27 00:00,0.146,,

========================================
Interval Blockdata for period starting:, 2019-08-27 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-08-27 00:00  to 2019-08-27 00:15,0.140,,
2019-08-27 00:15  to 2019-08-27 00:30,0.204,,
2019-08-27 00:30  to 2019-08-27 00:45,0.286,,
2019-08-27 00:45  to 2019-08-27 01:00,0.154,,
2019-08-27 01:00  to 2019-08-27 01:15,0.178,,
2019-08-27 01:15  to 2019-08-27 01:30,0.127,,
2019-08-27 01:30  to 2019-08-27 01:45,0.297,,
2019-08-27 01:45  to 2019-08-27 02:00,0.172,,
2019-08-27 02:00  to 2019-08-27 02:15,0.148,,
2019-08-27 02:15  to 2019-08-27 02:30,0.125,,
2019-08-27 02:30  to 2019-08-27 02:45,0.302,,
2019-08-27 02:45  to 2019-08-27 03:00,0.161,,
2019-08-27 03:00  to 2019-08-27 03:15,0.130,,
2019-08-27 03:15  to 2019-08-27 03:30,0.121,,
2019-08-27 03:30  to 2019-08-27 03:45,0.282,,
2019-08-27 03:45  to 2019-08-27 04:00,0.159,,
2019-08-27 04:00  to 2019-08-27 04:15,0.122,,
2019-08-27 04:15  to 2019-08-27 04:30,0.133,,
2019-08-27 04:30  to 2019-08-27 04:45,0.234,,
2019-08-27 04:45  to 2019-08-27 05:00,0.236,,
2019-08-27 05:00  to 2019-08-27 05:15,0.199,,
2019-08-27 05:15  to 2019-08-27 05:30,0.233,,
2019-08-27 05:30  to 2019-08-27 05:45,0.196,,
2019-08-27 05:45  to 2019-08-27 06:00,0.211,,
2019-08-27 06:00  to 2019-08-27 06:15,0.145,,
2019-08-27 06:15  to 2019-08-27 06:30,0.064,,
2019-08-27 06:30  to 2019-08-27 06:45,0.102,,
2019-08-27 06:45  to 2019-08-27 07:00,0.058,,
2019-08-27 07:00  to 2019-08-27 07:15,0.037,,
2019-08-27 07:15  to 2019-08-27 07:30,0.000,,
2019-08-27 07:30  to 2019-08-27 07:45,0.000,,
2019-08-27 07:45  to 2019-08-27 08:00,0.000,,
2019-08-27 08:00  to 2019-08-27 08:15,0.000,,
2019-08-27 08:15  to 2019-08-27 08:30,0.000,,
2019-08-27 08:30  to 2019-08-27 08:45,0.000,,
2019-08-27 08:45  to 2019-08-27 09:00,0.000,,
2019-08-27 09:00  to 2019-08-27 09:15,0.000,,
2019-08-27 09:15  to 2019-08-27 09:30,0.000,,
2019-08-27 09:30  to 2019-08-27 09:45,0.000,,
2019-08-27 09:45  to 2019-08-27 10:00,0.000,,
2019-08-27 10:00  to 2019-08-27 10:15,0.000,,
2019-08-27 10:15  to 2019-08-27 10:30,0.000,,
2019-08-27 10:30  to 2019-08-27 10:45,0.022,,
2019-08-27 10:45  to 2019-08-27 11:00,0.025,,
2019-08-27 11:00  to 2019-08-27 11:15,0.000,,
2019-08-27 11:15  to 2019-08-27 11:30,0.000,,
2019-08-27 11:30  to 2019-08-27 11:45,0.000,,
2019-08-27 11:45  to 2019-08-27 12:00,0.000,,
2019-08-27 12:00  to 2019-08-27 12:15,0.000,,
2019-08-27 12:15  to 2019-08-27 12:30,0.000,,
2019-08-27 12:30  to 2019-08-27 12:45,0.000,,
2019-08-27 12:45  to 2019-08-27 13:00,0.093,,
2019-08-27 13:00  to 2019-08-27 13:15,0.214,,
2019-08-27 13:15  to 2019-08-27 13:30,0.000,,
2019-08-27 13:30  to 2019-08-27 13:45,0.001,,
2019-08-27 13:45  to 2019-08-27 14:00,0.000,,
2019-08-27 14:00  to 2019-08-27 14:15,0.002,,
2019-08-27 14:15  to 2019-08-27 14:30,0.000,,
2019-08-27 14:30  to 2019-08-27 14:45,0.000,,
2019-08-27 14:45  to 2019-08-27 15:00,0.000,,
2019-08-27 15:00  to 2019-08-27 15:15,0.052,,
2019-08-27 15:15  to 2019-08-27 15:30,0.011,,
2019-08-27 15:30  to 2019-08-27 15:45,0.238,,
2019-08-27 15:45  to 2019-08-27 16:00,0.566,,
2019-08-27 16:00  to 2019-08-27 16:15,0.070,,
2019-08-27 16:15  to 2019-08-27 16:30,0.012,,
2019-08-27 16:30  to 2019-08-27 16:45,0.095,,
2019-08-27 16:45  to 2019-08-27 17:00,0.088,,
2019-08-27 17:00  to 2019-08-27 17:15,0.056,,
2019-08-27 17:15  to 2019-08-27 17:30,0.026,,
2019-08-27 17:30  to 2019-08-27 17:45,0.015,,
2019-08-27 17:45  to 2019-08-27 18:00,0.005,,
2019-08-27 18:00  to 2019-08-27 18:15,0.025,,
2019-08-27 18:15  to 2019-08-27 18:30,0.033,,
2019-08-27 18:30  to 2019-08-27 18:45,0.101,,
2019-08-27 18:45  to 2019-08-27 19:00,0.230,,
2019-08-27 19:00  to 2019-08-27 19:15,0.340,,
2019-08-27 19:15  to 2019-08-27 19:30,0.247,,
2019-08-27 19:30  to 2019-08-27 19:45,0.211,,
2019-08-27 19:45  to 2019-08-27 20:00,0.415,,
2019-08-27 20:00  to 2019-08-27 20:15,0.235,,
2019-08-27 20:15  to 2019-08-27 20:30,0.173,,
2019-08-27 20:30  to 2019-08-27 20:45,0.056,,
2019-08-27 20:45  to 2019-08-27 21:00,0.070,,
2019-08-27 21:00  to 2019-08-27 21:15,0.072,,
2019-08-27 21:15  to 2019-08-27 21:30,0.182,,
2019-08-27 21:30  to 2019-08-27 21:45,0.118,,
2019-08-27 21:45  to 2019-08-27 22:00,0.083,,
2019-08-27 22:00  to 2019-08-27 22:15,0.074,,
2019-08-27 22:15  to 2019-08-27 22:30,0.300,,
2019-08-27 22:30  to 2019-08-27 22:45,0.164,,
2019-08-27 22:45  to 2019-08-27 23:00,0.120,,
2019-08-27 23:00  to 2019-08-27 23:15,0.142,,
2019-08-27 23:15  to 2019-08-27 23:30,0.219,,
2019-08-27 23:30  to 2019-08-27 23:45,0.156,,
2019-08-27 23:45  to 2019-08-28 00:00,0.128,,

========================================
Interval Blockdata for period starting:, 2019-08-28 00:00  for 1 day,,
========================================
Energy consumption time period,Usage(KWH),,

   -->
   
   2019-08-28 00:00  to 2019-08-28 00:15,0.023,,
2019-08-28 00:15  to 2019-08-28 00:30,0.137,,
2019-08-28 00:30  to 2019-08-28 00:45,0.115,,
2019-08-28 00:45  to 2019-08-28 01:00,0.036,,
2019-08-28 01:00  to 2019-08-28 01:15,0.036,,
2019-08-28 01:15  to 2019-08-28 01:30,0.025,,
2019-08-28 01:30  to 2019-08-28 01:45,0.172,,
2019-08-28 01:45  to 2019-08-28 02:00,0.056,,
2019-08-28 02:00  to 2019-08-28 02:15,0.063,,
2019-08-28 02:15  to 2019-08-28 02:30,0.054,,
2019-08-28 02:30  to 2019-08-28 02:45,0.153,,
2019-08-28 02:45  to 2019-08-28 03:00,0.211,,
2019-08-28 03:00  to 2019-08-28 03:15,0.127,,
2019-08-28 03:15  to 2019-08-28 03:30,0.142,,
2019-08-28 03:30  to 2019-08-28 03:45,0.085,,
2019-08-28 03:45  to 2019-08-28 04:00,0.137,,
2019-08-28 04:00  to 2019-08-28 04:15,0.056,,
2019-08-28 04:15  to 2019-08-28 04:30,0.179,,
